feature,importance
trait_floral_tube_obconic_without_red_dots_freq,5.122856812628878e-05
trait_base_narrowly_attenuate_present,4.9793431343398454e-05
trait_creeping_to_weakly_erect_freq,4.6468845446171747e-05
trait_petals_pinkish_present,4.514903090111222e-05
trait_petals_reddish_present,4.493391097260675e-05
trait_floral_tube_narrowly_obconic_without_red_dots_freq,4.05113783416699e-05
trait_flower_tube_narrowly_cylindrical_without_red_dots_present,3.986005975542743e-05
trait_minute_present,3.970788137792531e-05
trait_petals_pale_purple_to_purple_present,3.737292416909007e-05
trait_flowers_solitary_present,3.6480901078660915e-05
trait_stamens_2_3_freq,3.503578975168521e-05
trait_sometimes_alternate_distally_present,3.081118821998334e-05
trait_petals_minute_present,2.9427683652835682e-05
trait_petals_lilac_to_pink_freq,2.86033394806241e-05
trait_petals_pink_present,2.7858538711430892e-05
trait_floral_tube_narrowly_obconic_without_red_dots_present,2.756023297910481e-05
trait_petals_pale_purple_to_purple_freq,2.7105622896340138e-05
trait_often_with_a_darker_midrib_present,2.5973022431784312e-05
trait_petals_pink_to_purple_present,2.2230916849094532e-05
trait_rounded_base_present,1.9004932788312218e-05
trait_petals_pink_to_purple_freq,1.799908955116516e-05
trait_floral_tube_obconic_without_red_dots_present,1.6670298159433772e-05
trait_sometimes_alternate_distally_freq,1.6032658415825223e-05
trait_petals_lilac_to_pink_present,1.3187343676590014e-05
trait_leaves_with_petiole_freq,1.190288382621432e-05
trait_petals_pale_purple_to_purple_sometimes_with_red_midribs_present,1.1516863769007738e-05
trait_stamens_10_12_freq,6.146048378931275e-06
trait_petals_pink_to_purple_with_a_darker_midrib_present,5.541173424201936e-06
trait_leaves_with_petiole_present,5.3812364522657125e-06
trait_petals_pink_to_purple_with_a_darker_midrib_freq,4.904794090884966e-06
trait_stamens_8_present,3.4272413539291498e-06
trait_stamens_8_freq,3.318511061678915e-06
trait_broader_at_the_base_freq,3.1844807669751124e-06
trait_petals_white_freq,1.71693744747529e-06
trait_petals_white_present,1.4332621317365136e-06
trait_leaves_sessile_present,1.3240339796417698e-06
trait_broader_at_the_base_present,1.2450600705965316e-06
trait_stamens_6_8_present,1.156244635445962e-06
trait_stamens_10_12_present,4.761273110872286e-07
trait_petals_4_freq,4.087709112235081e-07
trait_stamens_6_8_freq,4.057574243108963e-07
trait_petals_4_present,3.201446269832874e-07
trait_leaves_sessile_freq,1.2317355672162508e-07
trait_4_minute_petals_freq,7.319145925615481e-08
trait_pink_present,5.798940122248861e-08
trait_pink_freq,6.282509637903001e-09
trait_4_minute_petals_present,4.980923204595707e-09
trait_purple_with_a_darker_midrib_present,1.5799807034703663e-09
trait_purple_with_a_darker_midrib_freq,1.393258019481903e-10
