feature,n_with,n_without,TP_share,TN_share,FP_share,FN_share,max_driver
has_leaves opposite,60780,71348,0.5127211714460037,0.4161796282866203,0.47788750536711033,0.5157909066158454,0.5157909066158454
has_sessile,51059,81069,0.5127211714460037,0.2813304324332011,0.44382424502647777,0.5157909066158454,0.5157909066158454
has_alternate distally,24221,107907,0.44585112873703475,0.0,0.0101617289251467,0.4326617660404755,0.44585112873703475
has_rounded at the base,24225,107903,0.44585112873703475,5.688039474993956e-05,0.0101617289251467,0.4326617660404755,0.44585112873703475
has_base attenuate,22821,109307,0.0,0.28147263342007595,0.4332331472735079,0.0,0.4332331472735079
has_becoming alternate distally,20929,111199,0.0,0.25530765183510373,0.4257907542579075,0.0,0.4257907542579075
has_erect,44067,88061,0.41150091519219034,0.2677644582853405,0.3695434378130814,0.4159179598874671,0.4159179598874671
has_floral tube cylindrical,24221,107907,0.24896278218425869,0.12751162493067703,0.22312866752540433,0.25111171612669025,0.25111171612669025
