FN,FP,TN,TP
0.044017316200224865,0.03933553482793124,0.050372923733440114,0.04569114236114732
0.043739627515071794,0.03781528712076332,0.0513355933595521,0.04541125296524616
0.03952508495821859,0.04485167542947242,0.035760385765050216,0.04108697623631605
0.037592578109176676,0.035689099722922606,0.11230313369895135,0.03902145586684931
0.037088544782992894,0.045042046260955856,0.030504633338405765,0.03845813481638024
0.029766302735583554,0.026117500890201584,0.08944170593627618,0.0335579023104892
0.030014133716536013,0.02481468892187704,0.08829393531786277,0.03346511267945151
0.028126355143152048,0.02002180483288953,0.07991614408045804,0.031767984104412984
0.030064851958095228,0.013276195802288036,0.04771072116342038,0.03092206500762902
0.028006347777318166,0.051434248574424704,0.10787435644763935,0.02843376009589622
0.028006347777318166,0.051434248574424704,0.10787435644763935,0.02843376009589622
0.023758555050834754,0.024098227788020104,0.024050218704565873,0.024389891441754623
0.023758555050834754,0.024098227788020104,0.024050218704565873,0.024389891441754623
0.018707157858185074,0.04181788408962133,0.08007565978368035,0.019550617835869737
0.018707157858185074,0.04181788408962133,0.08007565978368035,0.019550617835869737
0.015016469492087608,0.004284743685766475,0.02675602104734339,0.01602429524102369
0.009094466230168645,0.008402407313826101,0.026987454229857554,0.009490580685862919
0.0076446966745185385,0.009387258968289944,0.024915929154208257,0.007883973511399184
0.0076446966745185385,0.009387258968289944,0.024915929154208257,0.007883973511399184
0.006738114579542176,0.005009012989111782,0.01918580996249524,0.007438682393841582
0.006738114579542176,0.005009012989111782,0.01918580996249524,0.007438682393841582
0.005923286752038073,0.005392860017614228,0.017691422618455944,0.006375275848804274
0.005923286752038073,0.005392860017614228,0.017691422618455944,0.006375275848804274
0.004951098616181689,0.014459161816769458,0.004434628452366521,0.005073434748221724
0.0026733277369863345,0.003118649126987651,0.008490805797958006,0.0026988289339838754
0.0026733277369863345,0.003118649126987651,0.008490805797958006,0.0026988289339838754
0.0026733277369863345,0.003118649126987651,0.008490805797958006,0.0026988289339838754
